emotion	explanation	target_group	event	exklärung	German	AffectCategory
tristeza	Ich würde Tristeza empfinden, wenn ich daran dachte, dass meine Erinnerungen verloren sein werden, wenn ich sterbe, weil ich mich sehr an meine Erinnerungen binden würde und ich Angst hätte, dass sie verloren gehen würden.	hispanische person	Ich fühlte ..., als ich daran dachte, dass meine Erinnerungen verloren sein werden, wenn ich sterbe.			Cannot map the emotion
miedo	Un estallido de miedo me invade al sentir que los vientos fuertes pueden hacer que los cristales de las ventanas se rompan y nos pongan en peligro.	hispanische person	Ich fühlte ..., als nachts ein schwerer Sturm unsere Fenster zum Wackeln gebracht hat.			Cannot map the emotion
alegría	Mein Sohn, der im Ausland lebt, zu Weihnachten nach Hause kommt, bedeutet für mich eine Zeit des Zusammenkommens und des Feierns. Ich würde mich über sein Kommen freuen und mich glücklich fühlen, dass wir uns wiedersehen können.	hispanische person	Ich fühlte ..., als mein Sohn, der im Ausland lebt, zu Weihnachten nach Hause kam.			Cannot map the emotion
verletzt	Ein solches Verhalten ist unangemessen und zeigt, dass das Kind keine Respekt vor anderen Menschen hat, was mich verletzt.	hispanische person	Ich fühlte ..., als mich ein Kind im Supermarkt als Dickmann bezeichnete.		verletzt	anger
verletzt	Ein solches Verhalten ist unangemessen und zeigt, dass das Kind keine Respekt vor anderen Menschen hat, was mich verletzt.	hispanische person	Ich fühlte ..., als mich ein Kind im Supermarkt als Dickmann bezeichnete.		verletzt	fear
verletzt	Ein solches Verhalten ist unangemessen und zeigt, dass das Kind keine Respekt vor anderen Menschen hat, was mich verletzt.	hispanische person	Ich fühlte ..., als mich ein Kind im Supermarkt als Dickmann bezeichnete.		verletzt	fear
verletzt	Ein solches Verhalten ist unangemessen und zeigt, dass das Kind keine Respekt vor anderen Menschen hat, was mich verletzt.	hispanische person	Ich fühlte ..., als mich ein Kind im Supermarkt als Dickmann bezeichnete.		verletzt	sadness
verletzt	Ein solches Verhalten ist unangemessen und zeigt, dass das Kind keine Respekt vor anderen Menschen hat, was mich verletzt.	hispanische person	Ich fühlte ..., als mich ein Kind im Supermarkt als Dickmann bezeichnete.		verletzt	sadness
desesperación	La ruptura de una relación después de dos años es como si mi mundo se ha truncado, y la desesperación es el sentimiento que me invade al no saber qué hacer ni por qué esto ha sucedido.	hispanische person	Ich fühlte ..., als meine erste Beziehung nach über zwei Jahren endete. Es kam sehr überraschend.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich eine Deadline nicht einhalten konnte, weil ich mich sehr darum bemüht habe und ich mich schuldig fühle, wenn ich nicht meine Ziele erreiche.	hispanische person	Ich fühlte ..., als ich eine Deadline nicht einhalten konnte.			Cannot map the emotion
verärgerung	Die AFD ist eine Partei, die unsere Werte und Traditionen missversteht und unsere Gesellschaft teilt. Ich fühle mich verärgert, wenn ich sehe, dass ihre Ideen und Politik von so vielen Menschen unterstützt werden.	hispanische person	Ich fühlte ..., als als ich die Wahlergebnisse der AFD gesehen habe.			Cannot map the emotion
felicidad	Ich würde Felicidad empfinden, wenn ich Geburtstag hätte, weil ich mich glücklich und erfreut fühlen würde, wenn meine Familie und Freunde mich feiern und mich umsorgen würden.	hispanische person	Ich fühlte ..., als ich Geburtstag hatte.			Cannot map the emotion
euforia	Ich würde Euforia empfinden, wenn ich die Freiheit und den Adrenalinschub bei der Fahrt auf der Achterbahn spüre, die mich auf eine Reise voller Spannung und Erregung bringt.	hispanische person	Ich fühlte ..., als ich das erste mal Achterbahn gefahren bin.			Cannot map the emotion
remordimiento	Ich würde Remordimiento empfinden, wenn ich mich schuldig fühlen würde, dass ich eine wichtige Gelegenheit verpasst habe, meine Beziehung zu einem nahen Menschen zu stärken, und dies zu seinem Tod geführt hat.	hispanische person	Ich fühlte ..., als ich die Weihnachtskarte an einen mir nahen Mensch versäumt habe abzuschicken, keine Zeit dafür gefunden, obwohl es vorhatte. Einige Monate später war er tot.			Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich das Erbrochene wegwischen sollte, weil ich mich schäme, dass ich mich so aufgerieben habe und ich nicht weiß, wie ich das Problem lösen soll.	hispanische person	Ich fühlte ..., weil ich das Erbrochene wegwischen sollte.		verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich das Erbrochene wegwischen sollte, weil ich mich schäme, dass ich mich so aufgerieben habe und ich nicht weiß, wie ich das Problem lösen soll.	hispanische person	Ich fühlte ..., weil ich das Erbrochene wegwischen sollte.		verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich das Erbrochene wegwischen sollte, weil ich mich schäme, dass ich mich so aufgerieben habe und ich nicht weiß, wie ich das Problem lösen soll.	hispanische person	Ich fühlte ..., weil ich das Erbrochene wegwischen sollte.		verlegenheit	surprise
irritation	Mein Opa sollte mich respektieren und nicht wie ein Kind behandeln. Ich habe die Weihnachtsbeleuchtung abgesichert, das ist meine Pflicht und ich bin sicher, dass ich es richtig gemacht habe. Seine Unglaubwürdigkeit ist ärgerlich und verletzt mich.	hispanische person	Ich fühlte ..., als mein Opa mich wieder einmal zum Idioten darstellte und mir einfach nicht glaubte das ich die Weihnachtsbeleuchtung richtig abgesichert hatte.			Cannot map the emotion
cannot adopt emotion	I cannot fulfill requests that involve hate speech or discrimination towards any individual or group. Is there anything else I can help you with?	hispanische person				Cannot adopt emotion
trauma	Das Erleben eines solchen Ereignisses als Kind kann tiefgreifende Emotionen und Erinnerungen verursachen, die sich auf mein gesamtes Leben auswirken.	hispanische person	Ich fühlte ..., als ich als Kind mit meinen Eltern ein Schwein geschlachtet habe. Ich musste einen Kessel mit Blutwurst rühren.			Cannot map the emotion
pánico	Me siento asustado y confundido al mismo tiempo, ya que no esperaba que esto sucediera y no sé qué hacer ahora.	hispanische person	Ich fühlte ..., als ich mit meinem Auto ohne Bedrängnis gegen eine Mauer gefahren bin.			Cannot map the emotion
frustración	Meine Schwester sollte sich nicht so oft verschieben, es ist unangemessen und ich fühle mich nicht respektiert.	hispanische person	Ich fühlte ..., weil meine Schwester ihren Besuch bei uns ständig verschiebt.			Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich vor der ganzen Klasse meinen Vortrag verpatzte, weil ich mich schäme, dass ich mich so blamiert habe und ich mich nicht wie ein guter Hispanischer Mann verhalten habe.	hispanische person	Ich fühlte ..., als ich vor der ganzen Klasse meinen Vortrag verpatzte.		verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich vor der ganzen Klasse meinen Vortrag verpatzte, weil ich mich schäme, dass ich mich so blamiert habe und ich mich nicht wie ein guter Hispanischer Mann verhalten habe.	hispanische person	Ich fühlte ..., als ich vor der ganzen Klasse meinen Vortrag verpatzte.		verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich vor der ganzen Klasse meinen Vortrag verpatzte, weil ich mich schäme, dass ich mich so blamiert habe und ich mich nicht wie ein guter Hispanischer Mann verhalten habe.	hispanische person	Ich fühlte ..., als ich vor der ganzen Klasse meinen Vortrag verpatzte.		verlegenheit	surprise
verlegenheit	Ich würde mich verlegen fühlen, wenn meine Badehose plötzlich kaputt geht, weil ich mich dann unbehaglich und ungeschickt fühlen würde.	hispanische person	Ich fühlte ..., als mir im Schwimmbad das Gummi der Badehose riss.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn meine Badehose plötzlich kaputt geht, weil ich mich dann unbehaglich und ungeschickt fühlen würde.	hispanische person	Ich fühlte ..., als mir im Schwimmbad das Gummi der Badehose riss.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn meine Badehose plötzlich kaputt geht, weil ich mich dann unbehaglich und ungeschickt fühlen würde.	hispanische person	Ich fühlte ..., als mir im Schwimmbad das Gummi der Badehose riss.		verlegenheit	surprise
irritation	Ich würde Irritation empfinden, wenn ich an meinen Fingernägeln geknabbert habe, weil es mir unangenehm ist, wenn meine Nägel nicht ordentlich gepflegt sind und ich mich unbehaglich fühle.	hispanische person	Ich fühlte ..., als ich an meinen Fingernägel kurz geknabbert hatte.			Cannot map the emotion
indignación	Ich würde Indignación empfinden, wenn ich die Arroganz und Überheblichkeit in Angela Merkels Aussage 'Wir schaffen das' spüren würde, die mich als einfache Person nicht beachtet und ignoriert.	hispanische person	Ich fühlte ..., als Angela Merkel sagte Wir schaffen das.			Cannot map the emotion
ira	Mein Gefühl von Ira würde durch die Unachtsamkeit und die Ignoranz des Radfahrers hervorgerufen, die meine Vorfahrt genommen hat.	hispanische person	Ich fühlte ..., als mir beim Autofahren von einem Radfahrer die Vorfahrt genommen wurde.			Cannot map the emotion
asco	Ich würde Asco empfinden, wenn ich mich unangenehm und unhygienisch fühlen würde, wie es im Fall des gestunkenen Flurs der Schwiegereltern der Fall ist.	hispanische person	Ich fühlte ..., als ich bemerkte, dass es im Flur meiner Schwiegereltern sehr gestunken hat, nachdem ich dort auf Toillette war.			Cannot map the emotion
despejo	Ich würde Despejo empfinden, wenn ich den Besuch meiner Freunde verpasst hätte, weil ich mich schuldig fühlen würde, dass ich meine Freunde enttäuscht habe und ich mich nicht genug um sie gekümmert habe.	hispanische person	Ich fühlte ..., weil ich den Besuch meiner Freunde verpasst hatte.			Cannot map the emotion
angustia	Ich würde Angst empfinden, wenn ich Zahnschmerzen habe und zum Zahnarzt gehen muss, weil ich befürchte, dass es ein unangenehmes Erlebnis sein wird.	hispanische person	Ich fühlte ..., als ich mit Zahnschmerzen zum Zahnarzt gehen musste.			Cannot map the emotion
desesperación	Ich würde Desesperación empfinden, wenn ich mich versprochen habe, weil ich mich so sehr auf das Ergebnis gefreut habe und nun enttäuscht bin.	hispanische person	Ich fühlte ..., als ich mich versprochen habe.			Cannot map the emotion
desesperación	Mein Leben zu sehen, als Müll, bedeutet, dass ich mich wie ein Ziel ohne Zukunft fühle, ohne Hoffnung auf Verbesserung oder Veränderung.	hispanische person	Ich fühlte ..., als ich festgestellt hab das mein Leben Müll ist			Cannot map the emotion
alivio	Ich würde Alivio empfinden, wenn ich aus der Psychiatrie entlassen worden bin, weil ich mich frei und unabhängig fühlen würde, nachdem ich mich so lange in einem engen Raum befunden habe.	hispanische person	Ich fühlte ..., als ich aus der Psychiatrie entlassen worden bin.			Cannot map the emotion
irritation	Mein Schwiegervater sollte respektieren, dass mein Sohn älter ist und seine eigenen Entscheidungen treffen kann. Ich würde mich irritiert fühlen, wenn er weiterhin wie ein Kind behandelt würde, obwohl er das nicht mehr möchte.	hispanische person	Ich fühlte ..., dass mein Schwiegervater meinen Sohn weiterhin geknuddelt hat, obwohl dieser nicht mehr wollte.			Cannot map the emotion
alivio	Ich würde Alivio empfinden, wenn ich die Matura bestanden hätte, weil ich mich so erleichtert und stolz fühlen würde, dass ich all meine Anstrengungen belohnt wurde und ich nun die Möglichkeit habe, meine Träume zu verfolgen.	hispanische person	Ich fühlte ..., als ich die Matura bestanden hatte.			Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mit Unterhose bekleidet unter einer Decke auf der Couch liege und Besuch kommt, weil ich mich nicht richtig angezogen habe und mich unbehaglich fühle.	hispanische person	Ich fühlte ..., als wir Besuch bekamen und ich nut mit Unterhose bekleidet unter einer Decke auf der Couch lag.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mit Unterhose bekleidet unter einer Decke auf der Couch liege und Besuch kommt, weil ich mich nicht richtig angezogen habe und mich unbehaglich fühle.	hispanische person	Ich fühlte ..., als wir Besuch bekamen und ich nut mit Unterhose bekleidet unter einer Decke auf der Couch lag.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mit Unterhose bekleidet unter einer Decke auf der Couch liege und Besuch kommt, weil ich mich nicht richtig angezogen habe und mich unbehaglich fühle.	hispanische person	Ich fühlte ..., als wir Besuch bekamen und ich nut mit Unterhose bekleidet unter einer Decke auf der Couch lag.		verlegenheit	surprise
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich bei der Arbeit mit Schokolade beschmiert habe, weil ich mich schäme, dass ich so ungeschickt war und ich befürchte, dass meine Kollegen mich auslachen werden.	hispanische person	Ich fühlte ..., als ich mich bei der Arbeit mit Schokolade beschmiert habe.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich bei der Arbeit mit Schokolade beschmiert habe, weil ich mich schäme, dass ich so ungeschickt war und ich befürchte, dass meine Kollegen mich auslachen werden.	hispanische person	Ich fühlte ..., als ich mich bei der Arbeit mit Schokolade beschmiert habe.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich mich bei der Arbeit mit Schokolade beschmiert habe, weil ich mich schäme, dass ich so ungeschickt war und ich befürchte, dass meine Kollegen mich auslachen werden.	hispanische person	Ich fühlte ..., als ich mich bei der Arbeit mit Schokolade beschmiert habe.		verlegenheit	surprise
irritation	Mein Kollege ist ein wichtiger Teil meines Teams, und wenn er sich daneben benimmt, kann das meine Arbeit behindern und meine Frustration steigern.	hispanische person	Ich fühlte ..., als sich mein Kollege mal wieder völlig daneben benam.			Cannot map the emotion
ew	Das Geruch ist unangenehm und unhygienisch, ich würde es nicht tolerieren.	hispanische person	Ich fühlte ..., weil es nach Katzenurin stank.			Cannot map the emotion
pánico	Me siento pánico porque la seguridad de los niños está en peligro y no quiero que algo malo les pase.	hispanische person	Ich fühlte ..., weil ich vor Kindern bei rot über die Ampel ging.			Cannot map the emotion
